"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Spring",NA,NA,NA,NA,-1.33142446999554,-0.0852328510984812,-0.0499337888935619,-0.933310049503346,-5.5138154336232,1.37957160502461
"2",1978,"Spring",-1.86349439358519,-0.134920051199802,-0.964509923689197,0.117342317944599,-1.31372332497036,0.0105035288468915,-0.247332654762592,-1.12208086675935,-5.49714591528071,2.42308787297656
"3",1979,"Spring",-0.160602951255353,-0.00978237724183245,-0.842820610881214,0.217262711224667,1.07933232378197,-0.0850519492712038,0.214926899342384,-0.871022972029886,-0.768312812001771,3.00431197647474
"4",1980,"Spring",-0.680724840577318,0.776674895583473,-0.897024140693836,0.287686690096885,0.500064318682786,-0.421315189784833,-0.0393025858407793,-0.604710757155129,-1.41319723512213,0.652707117731543
"5",1981,"Spring",-0.160506440671401,0.454091047640717,-0.652462594836292,0.172086299808988,-0.177950716503936,-0.026400267230788,-0.0222243571183941,-0.468932997572304,-2.72632564619389,1.183417851343
"6",1982,"Spring",-0.819367711013798,0.331994648961137,0.263049118486455,-0.0282704024999966,0.843476517763679,-0.623525408083967,0.252212893666452,-0.590916996234162,0.0571792285739143,0.865865959903375
"7",1983,"Spring",NA,NA,NA,NA,-0.352698429554658,-0.115774582427163,-0.316825299742638,-0.538268046090583,-2.17792467655743,-0.114476683664961
"8",1984,"Spring",-0.987669483424391,0.0696190470354785,0.0797319926527834,-0.000371292215906927,-0.743744478957459,-0.310658483476846,-0.309784282954627,-0.278753962464782,-3.58915280010677,-1.33808711105006
"9",1985,"Spring",-0.092536653792063,0.839564829883221,0.57567827515635,0.228873270493823,-0.256232737230215,-0.378086375748763,-0.364077058013507,-0.503811116663334,-3.5047824104085,-1.80414522382174
"10",1986,"Spring",1.26533403969109,1.59079910272235,1.6091882371884,0.366812949340214,-0.633514198329966,-0.232685034470497,-0.666116866156284,-0.237073035130768,-2.45549645978286,-2.0776499133005
"11",1987,"Spring",-2.14173442860812,0.0511432073778558,-1.03982271296348,-0.407987571902493,-0.61648497837246,0.275103458953322,-0.131632416641249,0.433142401262608,1.94145171020533,-1.80136092363084
"12",1988,"Spring",NA,NA,NA,NA,-1.19738928577886,-0.544478608775203,-0.58325552784776,-0.151651336956775,-3.68074262411002,-1.76605953395354
"13",1990,"Spring",NA,NA,NA,NA,0.0688043889515653,-0.114904547357059,0.543434308785611,-0.565604822958422,-1.58916572657661,-0.959623418628524
