"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Fall",-0.230331684014865,-0.205491703630211,-0.770518530332137,-0.159204074850303,0.633487834081344,0.614906360982772,0.680779457762512,-0.717389128066132,-2.71676166290355,0.424315857828066
"2",1978,"Fall",-1.14132251763716,0.189397548206578,-1.42252299803631,0.0933268874584071,0.114720915830814,-0.0324289536106582,0.483843277310781,-0.817750086484978,-3.14887638838539,1.41005724767892
"3",1980,"Fall",-0.628584147569679,0.336801634454244,-0.138588972288453,-0.221629844994479,-0.0721114054164257,-0.0540969145595977,-0.187036177500782,-0.669250876306473,2.07494848765286,-2.10371796877759
"4",1981,"Fall",NA,NA,NA,NA,0.0155516014084139,-2.55638679087317,0.158145439987596,0.170770646442574,2.22038492349213,1.41588824031513
"5",1982,"Fall",NA,NA,NA,NA,-0.66909450834701,-1.48467626269059,-0.408476188103098,-0.309975075924905,-1.73423979414334,1.30667408077386
"6",1983,"Fall",NA,NA,NA,NA,-0.491431549790868,-0.407632794377214,-0.499837309710535,0.209880698892405,-3.93403210702264,1.62075385710182
"7",1984,"Fall",NA,NA,NA,NA,0.0287549722147912,0.350326660928665,0.173144250942292,0.457390334407299,-1.95581549252213,1.11227058142817
"8",1985,"Fall",-0.124388443181671,0.107532400011199,1.08440425069826,-0.164945106211324,-0.487317403866195,-0.25205260423136,-0.04298455126302,-0.603663891983135,-2.63633874043429,0.822010278712953
"9",1986,"Fall",-0.826186691694727,0.15065766504546,-0.30054206368248,0.00641945517857678,-0.413105045761141,-0.0332304655271419,-0.327901645730645,-0.261422512120788,-1.78425654992012,0.817112354049465
"10",1987,"Fall",-0.977885499461097,-0.0976383806987169,-0.762021145544573,-0.0767868521302242,-0.298780911702714,0.169024812785517,0.242169489996648,0.345308787065368,-1.33990611030622,1.69870396073499
"11",1988,"Fall",NA,NA,NA,NA,-0.0802196916508746,0.163307867183347,0.243769928610873,-0.957297982941759,-3.95676905903679,1.38052894695694
"12",1991,"Fall",-0.387197383201231,-0.492065920475376,1.25753369636308,-0.844139851268451,0.605786482992886,-0.492017921630058,0.788073094747026,0.772970954816553,2.51583094306355,5.92242466203872
"13",1993,"Fall",-1.15051575388136,-0.0128621856392404,-0.156974603396246,-0.0172525475726175,-0.128831305921528,-0.546898883888834,-0.128410798896965,0.0393086816220941,0.0920857287603054,-1.25751505340337
"14",1994,"Fall",0.27228601545597,0.188329186715558,1.6184896098507,0.0140887354473982,0.187637446393785,-0.200719721844029,-0.445611071294317,0.277228144704872,0.967045744558865,-0.0276329678188336
"15",1995,"Fall",0.164664974641848,-0.253722347759621,0.384840231436602,-0.113425413591449,0.428508034693146,-0.0609267568127077,0.202262145606656,0.0711457150570473,0.136607018772437,0.342750807832183
"16",1996,"Fall",-0.901596604209239,-0.733855746373056,-0.016091827347114,-0.508725537223713,0.482883991918097,-0.454055319757584,0.351551786337266,1.34177139316761,1.37124998978005,0.66211612038405
