"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Winter",NA,NA,NA,NA,-1.17579243081152,-0.529073152478394,-0.0543226779857351,-0.611497974582695,-3.28514095183914,1.42519041068186
"2",1978,"Winter",NA,NA,NA,NA,-0.353749968644012,-0.233129865385135,0.392121717241556,-0.656541720565216,-3.74944931344974,0.790909846138787
"3",1979,"Winter",-0.961465994435,0.422639045500213,-0.160094570343069,0.659239258588281,-0.0694514979321612,-0.79793663257549,-0.00121701166412115,-0.596984640211763,1.84413091247835,1.25040183191858
"4",1980,"Winter",-2.4905648870401,0.437005261391272,-2.11786172701336,0.397753205808965,-0.320820998812214,0.150668492501351,0.273219154086288,-0.228086761644781,-0.731161175509978,-1.32060496681054
"5",1981,"Winter",-2.08813689000488,-0.137382686873216,-2.06218825865405,-0.280014721043314,-0.526790044686892,-0.0937042822136475,-0.213698795220635,-0.85254172428901,-2.06015123514279,0.85559159235303
"6",1982,"Winter",-1.56326408087359,0.0271152785515107,0.589084499785592,0.604099417546511,0.184970235411673,0.734483122132007,-0.558204929225243,-0.662521773944914,-1.6632284569689,4.46547283663625
"7",1983,"Winter",-0.317820717622227,0.0220064092759155,0.521426408658232,0.279282882593299,-0.41039744320765,0.114949005722266,-0.411811921594123,0.0575095973821308,-2.76946185575405,-0.531493443957875
"8",1984,"Winter",-0.475549863341697,-0.271209631671231,-0.175197821068961,-0.263718393114947,-0.310459526241539,0.171886900799896,-0.443514756364383,-0.251712970933093,-3.27335837436165,0.0257245697779479
"9",1985,"Winter",0.237306051454661,0.0545264381165763,0.66446773654156,0.558096794371683,-0.318021719837652,-0.00645613037077421,-0.511841915761773,-0.862336216928755,-2.49307527910375,1.53059812057522
"10",1986,"Winter",-0.399339552117549,0.202041167950764,-0.169368951569798,0.376332847943027,-0.676151763766298,-0.431921358392777,-0.599863043738339,-0.864758711021545,-3.06835956004342,1.29237661116895
"11",1987,"Winter",-1.45463882368546,0.0812551614001136,-0.870315437306166,0.315088179858447,-0.921002251171631,0.0352802312841586,-0.51239691407331,-0.639895249103033,-2.96204011979441,-0.186585912025885
"12",1988,"Winter",-2.57513014387284,0.0256629698712395,-2.17060796964238,-0.120269384990648,0.194064411202113,0.587659001909577,0.798133447813766,0.0746111849548598,-3.4295292447349,-1.10302332454069
"13",1989,"Winter",-1.56924284548732,0.0215824597373814,-1.77342477715776,-0.149407649186935,0.464147101327831,-0.0701930955750618,0.585057610308427,-0.243393240633244,-1.98579036538366,-1.13314516096942
"14",1990,"Winter",-1.37579420904451,0.276866386818701,-1.37160224228825,0.0168474552627003,0.284874082836744,-0.188179017266774,0.557252293189839,0.0222158323974883,-0.936644648653969,-0.678626877814074
"15",1991,"Winter",-0.216540949772788,0.0149842921729445,-0.251415651222871,-0.164448501708739,0.716694416577806,-0.485931386578927,0.523072392114787,-0.0782107713431102,-0.320066383691835,-0.308070290260353
"16",1992,"Winter",-1.3146503840551,-0.191352818084427,-1.4634405178617,-0.40398913368804,0.451131651144155,0.161044816507773,0.522036455296712,0.376604278605611,2.10569999722205,-1.44218337279007
"17",1993,"Winter",-0.746714594846578,-0.229491975293014,-0.439283686158822,-0.271727435796943,0.493616586038954,-0.352288863093922,0.494986834342186,0.718539043544157,1.6408057587721,-0.972065014760563
"18",1994,"Winter",-0.0441189989863094,-0.085086068468749,0.304468271283142,-0.0490041849831844,1.09511484782069,-0.181716659565306,0.693538380364873,1.352512276285,2.78547205159922,0.364617771393755
"19",1995,"Winter",0.775212886694094,0.0864191193420103,1.29580640452974,0.233422908480476,0.657706901002136,-0.241263453424151,-0.149716641224469,0.336539622716351,2.11659094657533,1.08491465785818
