"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Summer",-1.04597189699291,0.148376226861756,-1.15045887405391,0.36736352723476,-0.677372711129996,0.842415494746246,0.565081508953333,-2.16777339944599,-4.10261072737078,0.167503679901325
"2",1978,"Summer",-0.511005948270681,-0.0818849405076071,-1.3123025914973,0.165308311801161,-0.493438032811985,0.266481475377374,0.226569716024689,-1.5845797353095,-2.71776182816815,-0.390957471887599
"3",1979,"Summer",0.250923485605779,0.0294230152258699,-0.281814490992195,0.269218488645797,0.6302827317151,0.180325717177764,0.301917178249332,-1.380930390517,0.361338128922395,1.17697007732842
"4",1980,"Summer",0.225311835680994,0.524138080035667,-0.154219565169765,0.568726537303789,0.36969820201301,-0.00331294886452045,0.00242299590483464,-0.586824193793775,0.133150895324658,1.15857766301649
"5",1981,"Summer",1.81551022074994,0.750804464809847,0.176420222487611,0.335172004417036,0.314868120566012,0.086374354103722,0.117698809265286,0.152280356946671,-0.986963274955687,1.84105434872355
"6",1982,"Summer",-1.17977881953762,0.0293787916643105,NA,NA,-0.199093574215556,-0.583940625347217,-0.057300700112999,-0.787680303135234,-0.61009386657261,1.64314228374755
"7",1983,"Summer",0.518714327829717,-0.337415592051196,-0.395397695012051,-0.278294824450651,-0.529452931341673,-0.0488314234743441,-0.171360484128402,-0.404685318410831,-2.84053475523598,2.56624892535998
"8",1984,"Summer",1.04128098782594,-0.271369208432939,-1.92037262116067,0.589915126626064,-0.258241090543569,0.0634608842912461,-0.114899306376433,-0.870114013143544,-3.36382181076662,0.125732468832113
"9",1985,"Summer",NA,NA,NA,NA,-0.14741520018134,0.0480335668178497,0.345478081206712,-0.426027403655399,-3.67073463011018,2.09371108743527
"10",1986,"Summer",-0.721490428764544,0.414974079066027,0.290281657611882,0.492035035323853,-0.361985279881881,-0.343562788737982,0.158175778770832,0.152394115057405,-3.02968520517218,0.83113881727667
"11",1987,"Summer",1.52128690077798,0.174167243775067,NA,NA,-1.28110408740005,0.419456508663174,-0.497196430683734,-0.455523718198187,-5.03866293204342,-0.32062647979446
"12",1988,"Summer",NA,NA,NA,NA,-0.743211519862981,0.529694789777439,0.278797375978532,-0.793074263292196,-4.82309780710994,-1.37669569227198
