"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Summer",-0.674277299444109,0.133698952886451,-1.34404855259933,0.567021404080219,-0.730558788721031,0.455353740089699,0.381133408654231,-1.39011617029003,-4.20588462836371,-3.43200565897165
"2",1978,"Summer",0.0551509131369143,-0.0548181928052806,-0.560014628355328,0.0661040228541677,-0.544571591205372,0.345667642280289,0.0480476139748436,-1.08214721906322,-3.03196529596431,-1.97287641336378
"3",1979,"Summer",-0.310067074878071,0.130213623603364,-0.686277600458012,0.381302995108374,0.672081406901903,0.165348433158285,0.33437261681049,-0.454581878258389,0.1454046924746,-1.78814933889804
"4",1980,"Summer",0.809134573189326,0.562291238317769,-0.664207828217239,0.329920617029407,0.364535931177349,0.221717865372918,-0.00175078895149472,-0.615019591677021,-0.352614192176324,-1.1028807043849
"5",1981,"Summer",2.10147452258025,0.999475256431225,1.7618586219597,0.594787627055331,0.356386220398007,-0.370346233267287,0.160921573006175,0.533203791124645,-0.0884277522126024,4.02444497859404
"6",1982,"Summer",-1.94084390249017,0.627063941187108,-0.991371021739469,0.592606376067742,0.37159645735973,-0.182377329551082,0.533611743136913,-0.668532159952804,-0.161584424751401,-0.583897030853455
"7",1983,"Summer",1.08129086515553,-0.304451130949753,-0.511957973338398,-0.49222519367685,0.362752492737923,-0.562266621813427,0.0102460532194165,0.0541926341015388,-3.36681044354487,1.63994350721921
"8",1984,"Summer",-0.864217983908404,-0.489441252296846,-1.00636659720363,-0.081500935746476,-0.458503639926651,-0.0926189516724092,-0.290107167348283,0.0258182895653262,-4.58046153521594,0.904447305429992
"9",1985,"Summer",NA,NA,NA,NA,-0.578909499641296,-0.24453751558776,-0.242293195671044,-0.332796310864379,-3.5161382951351,1.28041386248535
"10",1986,"Summer",-0.951134127399378,0.536558480477406,-0.890854211299284,0.237517606292386,-1.02058978367362,-0.209237648357326,-0.315033059645287,-0.637233430999182,-4.73428652568624,1.27570458892735
"11",1987,"Summer",0.61305596380327,-0.213885973451288,-2.31746181409322,0.176533468778919,-1.3715612850019,-0.102800393803951,-0.458877826032487,-0.449084055070538,-2.41517259069947,-0.291047090482883
"12",1988,"Summer",NA,NA,NA,NA,-1.29635295518791,-0.557207777171207,-0.647034872458087,-0.724744262032533,-3.86404596331729,2.06169222088378
"13",1991,"Summer",NA,NA,NA,NA,0.663136762629692,0.0238670744254445,0.0643287083193924,0.120245144360237,0.148907381662463,-2.18992708032086
"14",1992,"Summer",NA,NA,NA,NA,0.495796718163438,0.115362022028121,0.371618167808811,-0.229828540072501,1.86477837367455,-3.47834496787384
"15",1994,"Summer",NA,NA,NA,NA,0.148980439749352,-0.110450313664573,-0.380007986307009,-0.182892688161821,1.63028921235544,1.30141005409392
"16",1995,"Summer",0.11492839186045,-0.21755580185785,-0.597359362647108,-0.605687170367701,0.384718658958195,0.0769551312681029,-0.0764586677146891,0.847836577440518,1.02921119617403,0.18131301267669
